gameId,playId,ballCarrierId,ballCarrierDisplayName,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,passResult,passLength,penaltyYards,prePenaltyPlayResult,playResult,playNullifiedByPenalty,absoluteYardlineNumber,offenseFormation,defendersInTheBox,passProbability,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPoints,expectedPointsAdded,foulName1,foulName2,foulNFLId1,foulNFLId2,frameId,playDirection,x,y,distanceToEndZone,height_x,weight_x,collegeName,Full Name,Team,Position,yearsPro,overall_rating,teamId,age
2022091806,1491,52457,Chase Claypool,(5:11) (Shotgun) M.Trubisky pass short left to C.Claypool pushed ob at PIT 32 for 5 yards (M.Bryant).,2,3,3,PIT,NE,PIT,27,5:11,3,3,C,5.0,,5,5,N,37,SHOTGUN,6.0,0.833832145,0.429734528,0.570265472,0.036247462,-0.036247462,0.204279381,1.056585847,,,,,1,right,42.42,47.5,77.58,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022101607,3915,52457,Chase Claypool,(3:07) (Shotgun) M.Trubisky pass short middle to C.Claypool to PIT 37 for 17 yards (A.Winfield).,4,3,15,PIT,TB,PIT,20,3:07,20,18,C,12.0,,17,17,N,90,SHOTGUN,7.0,0.815457344,0.587206215,0.412793785,0.214815121,-0.214815121,-0.480318133,2.139850724,,,,,1,left,78.96,20.86,78.96,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022100901,394,52457,Chase Claypool,(10:01) (Shotgun) K.Pickett pass short left to C.Claypool to BUF 39 for 11 yards (D.Hamlin).,1,1,10,PIT,BUF,,50,10:01,7,0,C,4.0,,11,11,N,60,SHOTGUN,6.0,0.528107345,0.918271833,0.081728167,-0.0064905,0.0064905,2.976950621,0.672749646,,,,,1,right,64.05,37.73,55.95,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022100901,2330,52457,Chase Claypool,(12:57) (Shotgun) K.Pickett pass short left to C.Claypool to BUF 24 for 9 yards (K.Elam; J.Johnson).,3,2,1,PIT,BUF,BUF,33,12:57,31,3,C,4.0,,9,9,N,77,SHOTGUN,5.0,0.296770692,0.991347546,0.008652454,-7.2e-05,7.2e-05,4.386752033,0.250651717,,,,,1,right,80.51,42.52,39.49,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022091103,1228,52457,Chase Claypool,(9:31) C.Claypool left tackle to CIN 1 for no gain (T.Hendrickson).,2,1,1,PIT,CIN,CIN,1,9:31,3,10,,,,0,0,N,11,JUMBO,9.0,0.20903571,0.328818839,0.671181161,0.004193991,-0.004193991,6.39332391,-0.267529911,,,,,1,left,12.81,34.43,12.81,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022103008,2742,52457,Chase Claypool,"(8:05) (No Huddle, Shotgun) K.Pickett pass short left to C.Claypool to PHI 27 for 5 yards (T.Edwards, K.White).",3,1,10,PIT,PHI,PHI,32,8:05,28,10,C,4.0,,5,5,N,78,EMPTY,6.0,0.649311244,0.974725897,0.025274103,7.04e-05,-7.04e-05,4.139633727,0.052932316,,,,,1,right,82.38,40.04,37.620000000000005,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022091103,1105,52457,Chase Claypool,(12:29) (Shotgun) C.Claypool right end to CIN 41 for 15 yards (J.Bates; G.Pratt).,2,2,7,PIT,CIN,PIT,44,12:29,3,10,,,,15,15,N,66,SHOTGUN,6.0,0.680653334,0.496024486,0.503975514,-0.05349426,0.05349426,1.701834015,1.511418898,,,,,1,left,69.15,21.39,69.15,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022110601,104,52457,Chase Claypool,(13:44) (Shotgun) J.Fields pass short left to C.Claypool to CHI 45 for 1 yard (K.Kohou).,1,1,10,CHI,MIA,CHI,44,13:44,0,0,C,0.0,,1,1,N,54,SHOTGUN,7.0,0.599870324,0.323992526,0.676007474,0.009173382,-0.009173382,2.674000562,-0.404445778,,,,,1,right,52.2,41.57,67.8,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022091806,1211,52457,Chase Claypool,"(9:57) (Shotgun) M.Trubisky pass short right to C.Claypool to NE 13 for 11 yards (M.Wilson, J.Mills).",2,2,15,PIT,NE,NE,24,9:57,0,3,C,6.0,,11,11,N,86,SHOTGUN,6.0,0.81193608,0.433182843,0.566817157,0.024553835,-0.024553835,3.300049493,0.756037444,,,,,1,right,91.9,14.99,28.099999999999994,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022091806,1559,52457,Chase Claypool,(3:59) (Shotgun) M.Trubisky pass short right to C.Claypool pushed ob at PIT 35 for 6 yards (M.Bryant).,2,2,13,PIT,NE,PIT,29,3:59,3,3,C,5.0,,6,6,N,39,SHOTGUN,6.0,0.614065707,0.432746574,0.567253426,0.005474318,-0.005474318,0.239935014,0.174273384,,,,,1,right,43.85,7.47,76.15,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022110601,601,52457,Chase Claypool,(5:37) (Shotgun) J.Fields pass short left to C.Claypool pushed ob at CHI 47 for 12 yards (E.Roberts).,1,2,10,CHI,MIA,CHI,35,5:37,3,7,C,1.0,,12,12,N,45,SHOTGUN,6.0,0.559225798,0.214479979,0.785520021,0.046020154,-0.046020154,1.275354613,1.496719501,,,,,1,right,45.8,45.08,74.2,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022100901,3909,52457,Chase Claypool,"(2:28) (No Huddle, Shotgun) K.Pickett pass short right to C.Claypool to BUF 18 for 4 yards (B.Spector, K.Elam).",4,1,10,PIT,BUF,BUF,22,2:28,38,3,C,0.0,,4,4,N,32,SHOTGUN,6.0,0.717741787,0.998795983,0.001204017,-1.98e-05,1.98e-05,2.9453983,-0.096492671,,,,,1,left,29.88,43.37,29.88,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022103008,2620,52457,Chase Claypool,"(11:03) (Shotgun) K.Pickett pass short middle to C.Claypool to PHI 48 for 25 yards (T.Edwards, M.Epps).",3,1,20,PIT,PHI,PIT,27,11:03,28,10,C,14.0,,25,25,N,37,SHOTGUN,6.0,0.637773633,0.978991884,0.021008116,-0.003614934,0.003614934,1.13952933,1.933318742,,,,,1,right,52.26,35.68,67.74000000000001,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022101607,1320,52457,Chase Claypool,(8:42) (Shotgun) K.Pickett pass short left to C.Claypool to TB 49 for 6 yards (J.Dean).,2,3,4,PIT,TB,PIT,45,8:42,7,6,C,4.0,,6,6,N,65,SHOTGUN,7.0,0.955813348,0.418417575,0.581582425,0.069776179,-0.069776179,1.205184341,1.546272985,,,,,1,left,60.22,15.29,60.22,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022092200,2134,52457,Chase Claypool,(14:15) (Shotgun) M.Trubisky pass short right to C.Claypool to PIT 31 for 14 yards (J.Johnson).,3,3,9,PIT,CLE,PIT,17,14:15,13,14,C,14.0,,14,14,N,27,SHOTGUN,6.0,0.984202981,0.550896283,0.449103717,-0.083198514,0.083198514,-1.07315422,2.761469279,,,,,1,right,40.77,4.36,79.22999999999999,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022102311,3546,52457,Chase Claypool,(4:46) (Shotgun) K.Pickett pass short left to C.Claypool to MIA 24 for 10 yards (D.Riley). MIA-R.Davis was injured during the play.,4,2,10,PIT,MIA,MIA,34,4:46,16,10,C,7.0,,10,10,N,76,SHOTGUN,7.0,0.801829278,0.781461917,0.218538083,-0.037834197,0.037834197,3.249909524,0.722974826,,,,,1,right,82.27,43.52,37.73,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022091103,82,52457,Chase Claypool,"(14:39) (No Huddle, Shotgun) M.Trubisky pass short right to C.Claypool ran ob at PIT 33 for 5 yards (M.Hilton).",1,2,7,PIT,CIN,PIT,28,14:39,0,0,C,4.0,,5,5,N,38,PISTOL,6.0,0.875080764,0.784513341,0.215486659,-0.005922144,0.005922144,0.826572785,-0.119895445,,,,,1,right,42.65,5.04,77.35,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022102311,1493,52457,Chase Claypool,"(5:07) C.Claypool right end pushed ob at MIA 36 for no gain (J.Holland). PENALTY on PIT-N.Harris, Illegal Block Above the Waist, 10 yards, enforced at MIA 36 - No Play.",2,1,10,PIT,MIA,MIA,36,5:07,13,3,,,-10.0,0,-10,Y,74,SINGLEBACK,8.0,,0.881129727,0.118870273,0.010655509,-0.010655509,3.766850836,-1.169216841,Illegal Block Above the Waist,,53453.0,,1,right,71.98,37.42,48.02,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022091806,78,52457,Chase Claypool,(14:21) (Shotgun) M.Trubisky pass short left to C.Claypool pushed ob at PIT 31 for 4 yards (M.Bryant).,1,2,8,PIT,NE,PIT,27,14:21,0,0,C,3.0,,4,4,N,83,SHOTGUN,7.0,0.847180307,0.420350164,0.579649836,0.001263112,-0.001263112,0.69942095,-0.322220963,,,,,1,left,80.27,7.82,80.27,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022092200,1477,52457,Chase Claypool,"(5:21) (Shotgun) C.Claypool right end pushed ob at CLV 15 for 11 yards (M.Emerson, J.Phillips). End Around.",2,2,9,PIT,CLE,CLE,26,5:21,13,7,,,,11,11,N,36,SHOTGUN,6.0,0.667533159,0.664999858,0.335000142,-0.028227188,0.028227188,3.699595094,1.14299537,,,,,1,left,39.11,20.77,39.11,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022092200,1938,52457,Chase Claypool,(:25) (Shotgun) M.Trubisky pass deep left to C.Claypool to CLV 43 for 20 yards (J.Johnson).,2,1,10,PIT,CLE,PIT,37,0:25,13,14,C,20.0,,20,20,N,73,EMPTY,4.0,0.929283202,0.481455151,0.518544849,-0.011571087,0.011571087,0.852617072,0.507001008,,,,,1,left,53.13,9.54,53.13,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022092200,3569,52457,Chase Claypool,(5:29) (Shotgun) M.Trubisky pass short right to C.Claypool pushed ob at PIT 13 for 7 yards (G.Newsome).,4,1,10,PIT,CLE,PIT,6,5:29,23,14,C,3.0,,7,7,N,104,SHOTGUN,6.0,0.84554714,0.938023504,0.061976496,0.000609946,-0.000609946,0.031208136,0.136652827,,,,,1,left,100.75,46.03,100.75,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022101607,2797,52457,Chase Claypool,(6:16) (Shotgun) M.Trubisky pass short middle to C.Claypool to PIT 36 for 16 yards (L.David).,3,3,15,PIT,TB,PIT,20,6:16,13,12,C,13.0,,16,16,N,30,SHOTGUN,6.0,0.946670711,0.412812773,0.587187227,0.110011525,-0.110011525,-1.234811523,3.325905058,,,,,1,right,41.75,27.93,78.25,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022102311,3947,52457,Chase Claypool,"(1:31) (No Huddle, Shotgun) K.Pickett pass short right to C.Claypool to PIT 32 for 4 yards (J.Bethel, X.Howard).",4,3,10,PIT,MIA,PIT,28,1:31,16,10,C,4.0,,4,4,N,38,SHOTGUN,5.0,0.984365344,0.867032123,0.132967877,0.073177412,-0.073177412,0.668911983,-0.715313388,,,,,1,right,41.77,21.44,78.22999999999999,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022102311,1063,52457,Chase Claypool,(12:31) K.Pickett pass short left to C.Claypool pushed ob at MIA 27 for 4 yards (A.Van Ginkel).,2,2,7,PIT,MIA,MIA,31,12:31,13,0,C,1.0,,4,4,N,79,SINGLEBACK,8.0,0.666652977,0.920204362,0.079795638,0.002206143,-0.002206143,3.71206623,-0.126594063,,,,,1,right,79.29,43.89,40.71,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022091103,3680,52457,Chase Claypool,(1:42) C.Claypool left end to PIT 19 for 4 yards (T.Hendrickson; L.Wilson).,4,3,12,PIT,CIN,PIT,15,1:42,14,20,,,,4,4,N,95,SINGLEBACK,6.0,0.229992494,0.060512846,0.939487154,0.018366223,-0.018366223,-0.55855809,-0.317543717,,,,,1,left,96.91,37.06,96.91,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022101607,3055,52457,Chase Claypool,(1:24) (Shotgun) M.Trubisky pass short middle to C.Claypool to TB 47 for 11 yards (D.White; L.David).,3,2,16,PIT,TB,PIT,42,1:24,13,12,C,4.0,,11,11,N,52,SHOTGUN,6.0,0.827149212,0.502377857,0.497622143,0.036081925,-0.036081925,1.32294162,0.357439145,,,,,1,right,56.03,35.73,63.97,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022110601,2738,52457,Chase Claypool,(1:53) C.Claypool right end to CHI 39 for 4 yards (J.Phillips).,3,1,10,CHI,MIA,CHI,35,1:53,25,35,,,,4,4,N,75,SINGLEBACK,7.0,0.602378607,0.109509751,0.890490249,0.001653779,-0.001653779,1.636609667,0.155828417,,,,,1,left,77.37,15.81,77.37,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022091103,4631,52457,Chase Claypool,(3:28) C.Claypool right end pushed ob at CIN 43 for 12 yards (G.Pratt).,5,1,10,PIT,CIN,PIT,45,3:28,20,20,,,,12,12,N,55,SINGLEBACK,7.0,0.669740915,0.447731632,0.552268368,-0.070450083,0.070450083,1.712041502,0.657113908,,,,,1,right,53.73,41.86,66.27000000000001,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022103008,1912,52457,Chase Claypool,(3:03) (Shotgun) K.Pickett pass short right to C.Claypool ran ob at PHI 39 for 7 yards.,2,2,3,PIT,PHI,PHI,46,3:03,21,7,C,7.0,,7,7,N,64,EMPTY,6.0,0.666797936,0.957323528,0.042676472,-0.000884211,0.000884211,2.464006112,0.479427693,,,,,1,right,71.08,1.47,48.92,6-4,227,Notre Dame,Chase Claypool,Steelers,WR,2.0,78.0,29.0,24.0
2022091111,1148,42547,Darren Waller,(8:57) D.Carr pass short middle to D.Waller to LV 45 for 15 yards (N.Adderley).,2,2,5,LV,LAC,LV,30,8:57,10,3,C,11.0,,15,15,N,40,I_FORM,6.0,0.267932802,0.756661031,0.243338969,-0.037408687,0.037408687,1.312854562,1.133666198,,,,,1,right,50.17,23.48,69.83,6-6,255,Georgia Tech,Darren Waller,Raiders,TE,6.0,91.0,23.0,29.0
2022100212,2973,42547,Darren Waller,(11:28) D.Carr pass short left to D.Waller to DEN 16 for 5 yards (J.Jewell; J.Griffith).,4,2,9,LV,DEN,DEN,21,11:28,22,16,C,4.0,,5,5,N,89,SINGLEBACK,6.0,0.688490272,0.884448174,0.115551826,0.0022659,-0.0022659,3.845148573,0.011773374,,,,,1,right,92.88,36.68,27.120000000000005,6-6,255,Georgia Tech,Darren Waller,Raiders,TE,6.0,91.0,23.0,29.0
2022091811,713,42547,Darren Waller,"(1:21) D.Carr pass deep left to D.Waller to LV 44 for 19 yards (J.Thompson) [B.Baker]. Penalty on ARZ-M.Wilson, Illegal Contact, declined.",1,1,5,LV,ARI,LV,25,1:21,7,0,C,19.0,0.0,19,19,N,35,I_FORM,8.0,0.249011621,0.884578014,0.115421986,0.001594651,-0.001594651,1.877286578,0.927921786,Illegal Contact,,53565.0,,1,right,53.49,38.96,66.50999999999999,6-6,255,Georgia Tech,Darren Waller,Raiders,TE,6.0,91.0,23.0,29.0
2022091111,2657,42547,Darren Waller,"(14:02) D.Carr pass short middle to D.Waller to LAC 44 for 23 yards (N.Adderley, B.Callahan) [K.Mack].",4,1,10,LV,LAC,LV,33,14:02,24,13,C,14.0,,23,23,N,77,SINGLEBACK,6.0,0.715415478,0.891313141,0.108686859,-0.018882941,0.018882941,1.936968178,1.340866196,,,,,1,left,65.14,32.7,65.14,6-6,255,Georgia Tech,Darren Waller,Raiders,TE,6.0,91.0,23.0,29.0
2022092507,3131,42547,Darren Waller,"(5:35) D.Carr pass short right to D.Waller to TEN 36 for -1 yards (T.Mitchell, D.Cole).",4,1,10,LV,TEN,TEN,35,5:35,24,13,C,-4.0,,-1,-1,N,45,SINGLEBACK,6.0,0.885552883,0.910785265,0.089214735,0.02170069,-0.02170069,3.620975711,-0.818909238,,,,,1,left,49.92,30.49,49.92,6-6,255,Georgia Tech,Darren Waller,Raiders,TE,6.0,91.0,23.0,29.0
2022091811,3491,42547,Darren Waller,(6:14) (Shotgun) D.Carr pass short middle to D.Waller to LV 35 for 4 yards (D.Gardeck).,4,2,14,LV,ARI,LV,31,6:14,23,15,C,4.0,,4,4,N,41,EMPTY,5.0,0.7748366,0.93551342,0.06448658,0.005767963,-0.005767963,0.504872114,-0.097128984,,,,,1,right,44.12,25.72,75.88,6-6,255,Georgia Tech,Darren Waller,Raiders,TE,6.0,91.0,23.0,29.0
2022091111,3147,42547,Darren Waller,(5:28) (Shotgun) D.Carr pass deep right to D.Waller to LAC 3 for 31 yards (D.James).,4,1,10,LV,LAC,LAC,34,5:28,24,13,C,22.0,,31,31,N,44,SHOTGUN,6.0,0.882582247,0.92106374,0.07893626,-0.047548141,0.047548141,3.937426883,2.216839542,,,,,1,left,23.24,31.17,23.24,6-6,255,Georgia Tech,Darren Waller,Raiders,TE,6.0,91.0,23.0,29.0
2022092507,2776,42547,Darren Waller,"(11:23) D.Carr pass deep middle to D.Waller to TEN 27 for 17 yards (A.Hooker). PENALTY on TEN-A.Hooker, Unnecessary Roughness, 14 yards, enforced at TEN 27.",4,1,10,LV,TEN,TEN,44,11:23,24,13,C,16.0,14.0,17,31,N,54,SINGLEBACK,6.0,0.765987635,0.861441065,0.138558935,-0.031263217,0.031263217,2.767269459,2.027638511,Unnecessary Roughness,,47899.0,,1,left,40.81,32.41,40.81,6-6,255,Georgia Tech,Darren Waller,Raiders,TE,6.0,91.0,23.0,29.0
2022091811,1205,42547,Darren Waller,(8:58) (Shotgun) D.Carr pass short middle to D.Waller to ARZ 46 for 13 yards (Z.Collins; D.Kennard).,2,2,10,LV,ARI,LV,41,8:58,10,0,C,5.0,,13,13,N,69,EMPTY,6.0,0.604060709,0.889379486,0.110620514,0.015399741,-0.015399741,2.018799956,1.091957739,,,,,1,left,64.46,24.62,64.46,6-6,255,Georgia Tech,Darren Waller,Raiders,TE,6.0,91.0,23.0,29.0
2022091811,2130,42547,Darren Waller,(12:21) (Shotgun) D.Carr pass short left to D.Waller to LV 16 for 7 yards (M.Wilson).,3,3,9,LV,ARI,LV,9,12:21,20,0,C,6.0,,7,7,N,101,SHOTGUN,6.0,0.968444705,0.979967226,0.020032774,-0.00122631,0.00122631,-1.224086937,-0.8303791,,,,,1,left,94.35,6.88,94.35,6-6,255,Georgia Tech,Darren Waller,Raiders,TE,6.0,91.0,23.0,29.0
